Movie,NodeID
Side Effects2013,7140
Pocahontas1995,7142
The Sixth Sense1999,8826
The Bourne Supremacy2004,7148
Gerry2002,7150
Cast Away2000,7152
How Green Was My Valley1941,785
The Big Wedding2013,7138
The Duchess2008,7162
10th & Wolf2006,7164
"Bright Lights, Big City1988",7166
Jeepers Creepers II2003,7170
To Rome with Love2012,7173
Showgirls1995,7176
Ice Age2002,7179
Ed Wood1994,7180
The Ghost and the Darkness1996,7185
The Bourne Legacy2012,7186
Last Action Hero1993,7187
The Phantom of the Opera2004,6746
The Tempest2010,7188
The Missing Person2009,7199
Pat Garrett & Billy the Kid1973,7202
I Am Sam2001,7204
Flicka2006,7205
Light from the Darkroom2014,7207
Restless2012,7210
High Road2011,7212
Go1999,7216
Barbecue2014,8834
Brooklyn's Finest2009,12656
Shanghai Calling2012,13409
The Lincoln Lawyer2011,6049
Jackass Number Two2006,7225
Boys and Girls2000,7226
The Siege1998,7230
Closer to the Moon2014,7231
Tristram Shandy: A Cock and Bull Story2005,7236
Last Orders2001,7240
Howl's Moving Castle2004,7242
The Hundred-Foot Journey2014,5959
Cars 22011,12155
The Matrix Reloaded2003,7253
Sugar Hill1993,7256
Barbershop 2: Back in Business2004,7263
Karachi se Lahore2015,7265
The Exorcism of Emily Rose2005,7270
Misconduct2016,7272
Cellular2004,7275
Post Grad2009,7278
Thor: The Dark World2013,7281
Disaster Movie2008,7282
The Lady from Shanghai1947,7283
Dr. No1962,7288
Up Close & Personal1996,9141
Wristcutters: A Love Story2006,2591
Beastmaster 2: Through the Portal of Time1991,7294
Deuce Bigalow: European Gigolo2005,7297
Sleeper1973,2993
Boiler Room2000,7304
Salvation Boulevard2011,5808
Food Chains2014,6844
The Man with the Iron Fists2012,7314
Br--no2009,7318
The Importance of Being Earnest2002,7321
Fifty Dead Men Walking2008,219
Superbad2007,7327
Rocky Balboa2006,7328
Aloha2015,7330
The Christmas Bunny2010,4895
The Village2004,7332
The Hunt for Red October1990,10834
I Come with the Rain2009,7336
Hard Rain1998,7339
The Next Best Thing2000,12971
The Girl on the Train2009,5129
Leap Year2010,2094
John Q2002,7346
Hurricane Streets1997,7347
Hairspray2007,7349
Collateral Damage2002,6234
Sex Drive2008,1437
Freedom Writers2007,7355
The Imitation Game2014,7356
Non-Stop2014,7359
The Brothers McMullen1995,7360
The Bridge of San Luis Rey2004,7364
2001: A Space Odyssey1968,7367
Blue Streak1999,7371
Water for Elephants2011,12340
Last Holiday2006,7373
Aladdin1992,7374
Return to Never Land2002,7377
Evil Dead2013,7380
Ali2001,12672
Meek's Cutoff2010,7389
The Grandmaster2013,7391
Kundun1997,9965
Copycat1995,7394
The New Guy2002,7397
The Twilight Saga: Breaking Dawn - Part 22012,12919
She Done Him Wrong1933,7400
Charlie Wilson's War2007,3795
The Prestige2006,7407
Travelers and Magicians2003,2980
Frost/Nixon2008,7413
The Huntsman: Winter's War2016,11394
Freaky Deaky2012,7414
Easy Virtue2008,7416
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe2005",7417
A Thin Line Between Love and Hate1996,6669
Meet the Parents2000,7422
The Blue Butterfly2004,4597
Empire0,9102
Brown Sugar2002,7431
Another Year2010,7433
Alien Zone1978,7437
Executive Decision1996,7447
Over the Hedge2006,7448
Jumper2008,7450
Jaws: The Revenge1987,7452
Animals United2010,12679
Flame and Citron2008,7459
Secret in Their Eyes2015,7462
Home Movies0,7464
The Long Kiss Goodnight1996,7468
Oliver Twist2005,7471
The Devil's Rejects2005,7475
Bad Santa2003,7479
Torn Curtain1966,7481
Veronica Guerin2003,7485
Death Race 20001975,7489
Wonderland2003,7491
Love Stinks1999,7497
The Perfect Man2005,7500
Money Train1995,7504
All Hat2007,5253
Man on Fire2004,12685
Vanilla Sky2001,7511
My Best Friend's Girl2008,7512
Jonah Hex2010,7514
"Lovely, Still2008",5567
Saving Face2004,7521
Stolen2012,10857
Snow Queen2012,4943
"Legally Blonde 2: Red, White & Blonde2003",7529
The Color of Money1986,7531
The Royal Tenenbaums2001,7599
The Adjustment Bureau2011,7538
Psycho1960,7540
What Just Happened2008,7542
Predator1987,2156
Major Dundee1965,7545
Meet Dave2008,7547
Meet the Spartans2008,7550
Under Siege 2: Dark Territory1995,7552
Two Girls and a Guy1997,7555
Fish Tank2009,914
Hotel Transylvania 22015,7561
Grown Ups2010,7562
Battleship2012,7563
Dead Man Down2013,11318
Home2015,7565
The Crow1994,7567
Alias Betty2001,7568
L!fe Happens2011,7573
Roger & Me1989,7576
Black Book2006,7579
Stargate SG-10,7581
You Only Live Twice1967,7584
Robin Hood: Prince of Thieves1991,7586
Dolphin Tale2011,7587
Free Birds2013,7598
Phone Booth2002,671
Unstoppable2010,7600
Reindeer Games2000,7604
Team America: World Police2004,7613
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb1964,5720
American Hero2015,7306
Wind Walkers2015,7626
Mission to Mars2000,7629
Albert Nobbs2011,7631
The Jungle Book2016,7634
Arthur0,7635
Napoleon Dynamite2004,7639
The Chronicles of Narnia: Prince Caspian2008,7640
Gossip2000,7642
The Rose1979,3951
The Proposition2005,4494
Sea Rex 3D: Journey to a Prehistoric World2010,7648
Bride Wars2009,7655
Point Break2015,7657
Looper2012,7659
Hulk2003,7662
What Lies Beneath2000,12506
August Rush2007,7665
Gunless2010,7672
Home Run2013,7619
Semi-Pro2008,7676
Flirting with Disaster1996,7679
The Shining1980,7681
Half Past Dead2002,10879
Stuart Little1999,8912
Addicted2014,5422
Raising Victor Vargas2002,7693
5 Days of War2011,12761
The Twilight Saga: New Moon2009,5911
Me and You and Everyone We Know2005,7698
The Adventures of Pinocchio1996,1428
The Betrayed2008,8913
Madagascar: Escape 2 Africa2008,7709
"O Brother, Where Art Thou?2000",12899
The Spectacular Now2013,12164
I Want Your Money2010,7710
Dutch Kills2015,1555
The Internship2013,12726
Street Fighter: The Legend of Chun-Li2009,7724
The Calling2014,7726
Teacher's Pet2004,7728
The Widow of Saint-Pierre2000,7730
How Do You Know2010,7735
Down for Life2009,7739
Rachel Getting Married2008,7741
Sweet Home Alabama2002,7742
Clerks II2006,7744
"As Above, So Below2014",7747
Charlotte's Web2006,7750
Just My Luck2006,10093
Wings0,7125
Any Given Sunday1999,7752
How to Be a Player1997,7753
She's Out of My League2010,7756
Wolves2014,7758
The Players Club1998,7761
Star Trek: Nemesis2002,6849
The Legend of Drunken Master1994,7766
Exodus: Gods and Kings2014,7770
Checkmate2015,7771
Hardball2001,6851
The Color of Freedom2007,7779
House of 1000 Corpses2003,7783
The 13th Warrior1999,7786
The Elephant Man1980,7788
J. Edgar2011,7789
Lost in Space1998,12265
Country Strong2010,7791
My Cousin Vinny1992,7792
Amour2012,7793
Mr. Church2016,3481
Dumb and Dumber To2014,7796
Things to Do in Denver When You're Dead1995,7800
"War, Inc.2008",7801
Zombieland2009,7805
Carrie2013,7808
McHale's Navy0,7813
Where the Truth Lies2005,7815
Deadpool2016,7816
Elza2011,7819
Forgetting Sarah Marshall2008,9448
Wonder Boys2000,7824
Invasion U.S.A.1985,7826
Wild Target2010,7831
The Mask of Zorro1998,7832
Around the World in 80 Days2004,5867
Butterfly1982,13294
Exam2009,7841
The Ruins2008,7845
Dirty Work1998,7850
"4 Months, 3 Weeks and 2 Days2007",4225
Love & Other Drugs2010,7856
Exeter2015,7857
Clockstoppers2002,7861
Play It to the Bone1999,7868
Sleepers1996,7870
Man on Wire2008,7871
King's Ransom2005,7879
Freaky Friday2003,3057
"Synecdoche, New York2008",7882
He Got Game1998,7884
Screwed2000,7885
Goddess of Love2015,3464
The Black Stallion1979,7889
Madea Goes to Jail2009,12446
Bucky Larson: Born to Be a Star2011,7892
The Thomas Crown Affair1999,10917
Stiff Upper Lips1998,7896
Censored Voices2015,13517
Kevin Hart: Let Me Explain2013,7903
True Grit2010,7908
The Blues Brothers1980,13470
The General's Daughter1999,7911
Hereafter2010,7912
The Art of Getting By2011,123
Tuck Everlasting2002,7914
The Andromeda Strain1971,7915
Insidious: Chapter 22013,7922
City of Angels1998,7923
The Lost Boys1987,7924
Mystic Pizza1988,7927
Police Academy: Mission to Moscow1994,7929
Going the Distance2010,7933
Stand by Me1986,7935
Kit Kittredge: An American Girl2008,11255
Indie Game: The Movie2012,7937
Burnt2015,8034
Poltergeist III1988,7942
Rugrats Go Wild2003,7946
Coal Miner's Daughter1980,12342
Primary Colors1998,10606
Grease1978,614
The Whole Nine Yards2000,7950
Zathura: A Space Adventure2005,723
Vera Drake2004,751
The Return of the Pink Panther1975,12356
The Assassination of Jesse James by the Coward Robert Ford2007,7955
Eye See You2002,7956
The 5th Quarter2010,860
Dogma1999,7962
Salvador1986,7963
The Birth of a Nation2016,7965
Escape from Tomorrow2013,1754
Gods and Monsters1998,7970
Flashdance1983,704
The Prisoner of Zenda1937,1027
The Namesake2006,7976
Trainwreck2015,8961
Marci X2003,1089
You Will Meet a Tall Dark Stranger2010,7981
United Passions2014,7982
Gattaca1997,7985
Demonic2015,7987
The Raid: Redemption2011,7989
Blue Valentine2010,7994
On the Line2001,7996
The Vatican Tapes2015,6897
Race2016,1310
Dil Jo Bhi Kahey...2005,7615
Bloodsport1988,8006
Terminator 2: Judgment Day1991,8011
Over the Hill to the Poorhouse1920,7068
The Iron Giant1999,12782
The Great Escape1963,8017
The Yards2000,13347
28 Days2000,8020
House at the End of the Drive2014,8021
Never Back Down 2: The Beatdown2011,592
The Great Raid2005,8028
Love the Coopers2015,1620
Diner1982,1636
Deadline Gallipoli0,8035
Rock Star2001,8038
A Bug's Life1998,8040
The Last Days on Mars2013,8041
Two Evil Eyes1990,1732
Kill the Messenger2014,8047
The Baader Meinhof Complex2008,8049
The Constant Gardener2005,8051
Arn: The Knight Templar2007,8055
Snow Falling on Cedars1999,8060
Gremlins 2: The New Batch1990,4544
The Face of an Angel2014,8062
Braveheart1995,8065
Soul Survivors2001,1871
The Adventures of Rocky & Bullwinkle2000,8069
92009,1908
Ted 22015,8072
17761972,8073
The Specialist1994,12795
Mary Poppins1964,1927
The Beyond1981,5661
Kung Pow: Enter the Fist2002,8085
The Whole Ten Yards2004,8089
The Apparition2012,2050
Think Like a Man2012,10377
Elsa & Fred2014,7022
Spawn1997,8095
Land of the Dead2005,8097
The Bounty1984,8100
White Oleander2002,8101
Van Wilder: Party Liaison2002,8103
Once in a Lifetime: The Extraordinary Story of the New York Cosmos2006,2227
The Chronicles of Riddick2004,8106
Three to Tango1999,8108
Pathology2008,8113
The Terminator1984,8117
Gun Shy2000,13348
Boogie Nights1997,8120
Regression2015,8128
Rocky1976,8129
"Happy, Texas1999",2522
Casino1995,8134
Zipper2015,449
Edward Scissorhands1990,10138
Blood and Wine1996,8140
Red Riding: In the Year of Our Lord 19742009,2511
Compadres2016,5181
American Splendor2003,2142
Kick-Ass2010,8155
Wicked Blood2014,4334
Sky Captain and the World of Tomorrow2004,2655
Paranormal Activity 22010,8167
Hot Tub Time Machine2010,13489
The Dead Zone1983,8171
Requiem for a Dream2000,8173
Night of the Living Dead1968,5603
Before Midnight2013,1598
Nick and Norah's Infinite Playlist2008,8183
Hellboy2004,1794
Brokeback Mountain2005,8189
Home Alone 2: Lost in New York1992,12809
127 Hours2010,8190
Music and Lyrics2007,8192
Rabbit Hole2010,3002
The Misfits1961,8198
The Dark Hours2005,8202
Jesse0,1829
Red Lights2012,8208
The Ten2007,8210
Jaws1975,8998
Evita1996,8212
Heist2015,8216
Planet 512009,13342
The Swindle1997,12368
Aqua Teen Hunger Force Colon Movie Film for Theaters2007,8227
The Hangover2009,11492
Ransom1996,8230
The Names of Love2010,8231
There Goes My Baby1994,8236
Wild Card2015,8239
Troy2004,8240
Toy Story 21999,8241
Open Season2006,8246
Elmer Gantry1960,8247
The Curse of the Jade Scorpion2001,8250
The Ladykillers2004,8251
Alien 31992,8252
Creed2015,8260
Jurassic Park III2001,3529
Harry Potter and the Goblet of Fire2005,12817
The Ice Pirates1984,9821
The Proposal2009,11873
Give Me Shelter2014,3621
Holy Motors2012,8272
Gabriela1983,9650
Babel2006,8279
Flipper1996,8282
Feast2005,8286
Ride Along 22016,3714
Dirty Grandpa2016,8289
Cats Don't Dance1997,8292
How to Deal2003,8294
Waiting for Guffman1996,8297
The Last Song2010,8298
Intolerable Cruelty2003,8300
The Lovely Bones2009,8302
Just Wright2010,8305
What Dreams May Come1998,8311
The Blue Bird1940,8314
Slacker1991,12515
Harry Brown2009,3912
What's Eating Gilbert Grape1993,8323
The Sessions2012,10842
Daybreakers2009,3947
Malcolm X1992,11871
Dead Snow2009,8325
Body Double1984,8330
"Pink Ribbons, Inc.2011",8332
The Ballad of Jack and Rose2005,7592
Riding Giants2004,4078
Little Fockers2010,12326
The Blair Witch Project1999,8338
Cavite2005,8343
Ajami2009,8348
The Interpreter2005,8353
The Wicked Lady1983,8355
Raising Helen2004,8358
Deep Rising1998,4674
The Amazing Catfish2013,8360
One Missed Call2008,8365
The Darkest Hour2011,8369
Pok--mon 3: The Movie2000,8374
The Perfect Host2010,8379
Grudge Match2013,8026
House of Sand2005,8381
Everyone Says I Love You1996,4282
The Art of War2000,12842
Teenage Mutant Ninja Turtles2014,10998
Hustle & Flow2005,8395
Fever Pitch2005,8400
Back to the Future Part III1990,6957
Tank Girl1995,4387
Bridge to Terabithia2007,8405
Guess Who2005,8408
Shooter2007,8411
The Last Airbender2010,8413
A Turtle's Tale: Sammy's Adventures2010,8417
The Wrestler2008,8420
Wimbledon2004,8423
A Good Year2006,13416
Roadside Romeo2008,8429
Superman Returns2006,8433
Head of State2003,8434
Bobby2006,8436
Short Cut to Nirvana: Kumbh Mela2004,4669
Rush Hour 22001,8439
Mr. Popper's Penguins2011,8443
Eraserhead1977,8444
The Land Before Time1988,4754
Friday the 13th Part III1982,8454
Shipwrecked1990,8458
Bang Bang Baby2014,4785
Psych0,8144
Contraband2012,8464
The Machinist2004,4839
Pierrot le Fou1965,4854
Pale Rider1985,8471
Baby Boy2001,11323
An Education2009,8473
Here on Earth2000,8475
The Theory of Everything2014,4922
Envy2004,8479
The Lord of the Rings: The Two Towers2002,4936
The Mighty1998,8484
Brother2000,8486
Damsels in Distress2011,8490
Big Trouble in Little China1986,8493
Imagine That2009,10782
Shaun the Sheep0,8495
Tracker2010,8499
Skyfall2012,8504
American Ninja 2: The Confrontation1987,5063
Urban Legend1998,8509
The Quiet American2002,12853
Taken 32014,8512
Ice Princess2005,12077
25th Hour2002,5102
After2012,5124
Vampires Suck2010,8524
Living Out Loud1998,8526
Under the Same Moon2007,8527
Easy Money2010,8529
You Can't Take It with You1938,8534
3rd Rock from the Sun0,8537
Saving Mr. Banks2013,8538
A Passage to India1984,8540
Up2009,6982
Letters to God2010,8542
They Will Have to Kill Us First2015,8547
Being Julia2004,8552
Agora2009,11015
Veer-Zaara2004,5365
Good Deeds2012,8560
Ocean's Thirteen2007,12857
This Means War2012,8565
3000 Miles to Graceland2001,6988
Deconstructing Harry1997,11023
Switchback1997,8568
Assault on Precinct 132005,9055
Madagascar2005,8572
The Brothers Solomon2007,11615
Bride & Prejudice2004,8576
The Company0,8579
W.2008,8581
Dave Chappelle's Block Party2005,5611
The Last Legion2007,5619
Flightplan2005,8586
There Will Be Blood2007,5644
A Scanner Darkly2006,5660
The Children of Huang Shi2008,8591
The Girl Next Door2004,8594
Osama2003,5705
Extremely Loud & Incredibly Close2011,8600
City Hall1996,8603
Prophecy1979,8604
Harlock: Space Pirate2013,8608
Footloose1984,5796
Almost Famous2000,8614
Liar Liar1997,8615
Hard to Be a God2013,8616
Out of Sight1998,8621
The Producers2005,8623
Blindness2008,12869
Tango1998,8625
Miami Vice0,12810
Warrior2011,8633
Knock Off1998,8634
Mulan1998,11024
The Conformist1970,2271
Grindhouse2007,8645
Pieces of April2003,8646
An American Carol2008,12874
The Negotiator1998,11027
High Noon1952,8656
N-Secure2010,4933
Down Terrace2009,11345
Indiana Jones and the Temple of Doom1984,8667
Soul Kitchen2009,8670
The Wiz1978,12876
Sound of My Voice2011,6102
Lolita1962,12621
Dodgeball: A True Underdog Story2004,8678
Jackass: The Movie2002,6150
Glengarry Glen Ross1992,8681
The Salon2005,5504
Repo! The Genetic Opera2008,8685
Rush2013,8686
The Rules of Attraction2002,8687
Young Guns1988,8689
Split Second1992,8691
The Fan1996,12885
Edtv1999,11033
Extraordinary Measures2010,8700
Spaced Invaders1990,10691
Christmas Eve2015,6328
The Hole2009,8703
Elite Squad2007,8704
White Noise 2: The Light2007,8708
The Sleepwalker2014,4713
Ladyhawke1985,8714
I Spit on Your Grave2010,8717
Moneyball2011,13270
Dance Flick2009,9487
Latter Days2003,6219
The Blue Lagoon1980,8729
Steve Jobs2015,13109
Childless2008,8730
The Best of Me2014,8733
Sublime2007,6613
Piranha 3D2010,8736
Meet the Deedles1998,8738
Air Force One1997,10390
License to Wed2007,8744
Another Happy Day2011,8746
Scream1996,8749
Lage Raho Munna Bhai2006,8751
Strangerland2015,8754
Whatever It Takes2000,8759
Mortdecai2015,8763
51 Birch Street2005,8765
Ararat2002,8770
Blood Done Sign My Name2010,6800
Big1988,6810
A Plague So Pleasant2013,6835
The Frozen Ground2013,9089
My Name Is Khan2010,6878
Paul Blart: Mall Cop2009,8783
Cool Runnings1993,8785
She Wore a Yellow Ribbon1949,7589
Brooklyn Rules2007,6729
North Country2005,8796
The Boy2016,8798
For Your Consideration2006,6981
Harry Potter and the Order of the Phoenix2007,8801
The Trouble with Harry1955,8807
The Muppet Movie1979,8810
War of the Worlds2005,8814
The Wolfman2010,4693
Fabled2002,8817
The Hills Have Eyes2006,8820
The Bank Job2008,8822
The FP2011,8823
Seeking a Friend for the End of the World2012,7144
Thinner1996,3188
Damnation Alley1977,8828
Avengers: Age of Ultron2015,8830
Spice World1997,8831
The Greatest Movie Ever Sold2011,7217
Untraceable2008,8838
Bangkok Dangerous2008,6079
Find Me Guilty2006,12909
K-19: The Widowmaker2002,11937
The Perez Family1995,8845
Hoop Dreams1994,8846
About Time2013,8851
Journey 2: The Mysterious Island2012,7331
Punisher: War Zone2008,8856
I Dreamed of Africa2000,8858
Halloween 51989,8860
The R.M.2003,6438
The Broadway Melody1929,8864
Ray2004,8869
The Christmas Candle2013,8870
Bon voyage2003,3579
The X Files1998,12918
The Chumscrubber2005,8877
Kevin Hart: Laugh at My Pain2011,8275
The Railway Man2013,8881
Can't Hardly Wait1998,8884
Housefull2010,8885
Defendor2009,8889
The Collection2012,4709
Striptease1996,8893
3 Men and a Baby1987,8894
Family Plot1976,8896
Novocaine2001,8897
Baghead2008,8901
Pollock2000,7034
The Tree of Life2011,8903
Cypher2002,3442
The Statement2003,9305
Valkyrie2008,8911
Ex Machina2015,7687
2016: Obama's America2012,2516
Ravenous1999,8916
The Savages2007,8918
Scream 32000,8920
The Three Musketeers2011,8863
Hero2002,8926
Summer Storm2004,8929
Lisa Picard Is Famous2000,8933
Legion2010,11080
Thunderbirds2004,13031
Mumford1999,12923
The Ugly Truth2009,8952
Quarantine2008,8953
30 Days of Night2007,7977
Tremors1990,8964
Heavenly Creatures1994,8969
X-Men Origins: Wolverine2009,13350
The I Inside2004,8971
The Dangerous Lives of Altar Boys2002,8973
Straight Outta Compton2015,8977
Bee Movie2007,8980
Charlie St. Cloud2010,10179
Conan the Destroyer1984,8131
Chain of Command2015,8983
The Insider1999,8986
Laws of Attraction2004,8988
Bolt2008,11106
The Sisterhood of Night2014,8184
Winter's Tale2014,6624
The Queen2006,8995
The Color Purple1985,7050
Extreme Movie2008,8725
The Quiet2005,9135
The Big Parade1925,6109
In the Valley of Elah2007,13024
Vertical Limit2000,9005
I Know What You Did Last Summer1997,9006
Margin Call2011,9007
Savages2012,9008
10 Days in a Madhouse2015,9010
Election1999,9014
Fear Clinic2015,9016
8 Heads in a Duffel Bag1997,8152
Swept Away2002,9025
The Descent2005,9026
The Place Beyond the Pines2012,9029
The Wild Bunch1969,9031
Snow White and the Huntsman2012,9032
Half Nelson2006,9035
All Superheroes Must Die2011,6499
Star Wars: Episode VII - The Force Awakens0,9039
A Separation2011,9043
Max Payne2008,9048
Austin Powers: The Spy Who Shagged Me1999,9050
Luminarias2000,9051
Anywhere But Here1999,9053
Persepolis2007,5292
Baahubali: The Beginning2015,9061
The Fifth Estate2013,12928
Mud2012,9068
Criminal2016,9069
30 Minutes or Less2011,8448
Pirates of the Caribbean: The Curse of the Black Pearl2003,9072
American Graffiti1973,7920
Raging Bull1980,9074
Alone in the Dark2005,9076
Wreck-It Ralph2012,9080
Yu-Gi-Oh! Duel Monsters0,9082
This Is Martin Bonner2013,9084
In Her Line of Fire2006,7245
Rudderless2014,9091
Chicken Tikka Masala2005,9094
I Don't Know How She Does It2011,13488
Step Up2006,9098
Doom2005,10748
The Sitter2011,12934
Higher Ground2011,7838
Spanglish2004,9108
Glory Road2006,13369
Baggage Claim2013,11056
The Wood1999,11109
The Departed2006,9122
Hannibal Rising2007,9126
Get Low2009,9129
Ronin1998,9131
Captain America: The First Avenger2011,9132
The Brass Teapot2012,9133
17 Again2009,7078
X-Men2000,9138
Ghostbusters2016,9139
A Warrior's Tail2015,7852
Friends with Money2006,9143
Star Trek2009,8683
Duel in the Sun1946,9146
Me and Orson Welles2008,13474
Duplex2003,9149
The Young Unknowns2000,9151
Compliance2012,9154
Getaway2013,11790
Chocolat2000,9158
A Sound of Thunder2005,9161
Stolen Summer2002,2183
The Polar Express2004,9166
Death Calls2010,11390
Daddy Day Camp2007,9169
The World Is Mine2015,7248
Raise the Titanic1980,9173
Blazing Saddles1974,5078
The Evil Dead1981,9178
Beyond the Mat1999,9180
The Order2003,9185
The Matrix Revolutions2003,10632
Spy Kids 2: Island of Lost Dreams2002,9191
Idiocracy2006,9193
My Last Day Without You2011,9195
Narc2002,9198
Born to Fly: Elizabeth Streb vs. Gravity2014,9199
Songcatcher2000,9204
Hide and Seek2005,12949
Jackie Brown1997,9206
Jesus' Son1999,13168
Let's Be Cops2014,9211
The Lost City2005,9218
Speed 2: Cruise Control1997,9222
The Incredible Hulk2008,13417
Tadpole2000,9223
Out of Inferno2013,9224
An Unfinished Life2005,9228
Win a Date with Tad Hamilton!2004,9231
The Thin Red Line1998,9232
Navy Seals vs. Zombies2015,4639
Captain Alatriste: The Spanish Musketeer2006,9235
Red Dragon2002,12951
Chicago Overcoat2009,9239
Incident at Loch Ness2004,9241
The Fountain2006,9246
Megiddo: The Omega Code 22001,9247
Alpha and Omega2010,9248
Spider-Man2002,9250
The Host2013,9171
Army of Darkness1992,9251
Mommie Dearest1981,3545
Trading Places1983,9254
Solaris1972,9258
Hannibal0,9263
City of Ghosts2002,9266
The Man Who Knew Too Little1997,9271
Sexy Beast2000,9272
The Stewardesses1969,9275
The Best Years of Our Lives1946,2973
Frenzy1972,9175
The Man Who Shot Liberty Valance1962,7090
Sinister 22015,9291
Bright Star2009,9296
How to Lose Friends & Alienate People2008,9298
The Good Girl2002,3229
Lake of Fire2006,9980
Pompeii2014,9307
The Croods2013,9003
Videodrome1983,9310
The Blood of My Brother2005,11753
The World's End2013,12864
Dope2015,9318
Witchboard1986,7220
20 Dates1998,6647
American Hustle2013,12341
Hugo2011,9325
Shrek the Third2007,9326
Red Planet2000,2071
The Words2012,9329
Kissing Jessica Stein2001,5921
The Chorus2004,9336
Knockaround Guys2001,9341
The Age of Innocence1993,8324
Yes2004,9345
Whiteout2009,9351
"Cinco de Mayo, La Batalla2013",2905
Fortress1992,9355
The Day After Tomorrow2004,9357
Firefox1982,9358
The Fast and the Furious2001,9360
Freeway1996,9369
Ira & Abby2006,3259
Modern Times1936,9373
A Guy Named Joe1943,9378
Attack the Block2011,9380
Caddyshack1980,9385
Taxman1998,9387
Life as a House2001,9389
The Book of Life2014,9390
What Planet Are You From?2000,9393
The Pallbearer1996,9395
Shame2011,8659
In Dreams1999,9397
In & Out1997,9398
City of God2002,9399
Locker 132014,9401
Sleep Tight2011,7004
A Haunted House2013,7043
The Knife of Don Juan2013,9405
The Good Thief2002,9410
Need for Speed2014,9413
East Is East1999,9415
The Pirates! Band of Misfits2012,11155
The Purge2013,8573
A Low Down Dirty Shame1994,9783
Just Looking1999,9420
Edmond2005,9423
The Invasion2007,9426
Sinister2012,9431
Michael Jordan to the Max2000,9434
Open Secret1948,12764
DOA: Dead or Alive2006,9439
Gandhi1982,9442
Waiting...2005,9443
Hot Rod2007,9445
Steppin: The Movie2009,6616
The Ice Storm1997,9449
Character1997,5287
Goal! The Dream Begins2005,12420
The Shipping News2001,9451
Whale Rider2002,12964
Rotor DR12015,9453
Camping sauvage2005,10328
The Crazies2010,9458
Little Shop of Horrors1986,9459
Space: Above and Beyond0,7181
Mr 30002004,13449
Star Wars: Episode V - The Empire Strikes Back1980,9462
That Thing You Do!1996,9464
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan2006,9466
Coyote Ugly2000,13032
Rat Race2001,9470
Stone Cold1991,9473
The Cold Light of Day2012,9837
The Secret Life of Pets2016,9477
Z Storm2014,9484
The Last Exorcism Part II2013,11141
Smoke Signals1998,9489
Return to Oz1985,8081
xXx2002,9493
Facing the Giants2006,9496
The Wendell Baker Story2005,1778
Jay and Silent Bob Strike Back2001,9499
Armageddon1998,6437
Nixon1995,9500
House of D2004,9501
Blue Crush2002,3394
It's Kind of a Funny Story2010,9510
The Apostle1997,9512
The Longshots2008,9517
Small Time Crooks2000,9519
Moms' Night Out2014,9520
The Veil2016,9524
I Am Number Four2011,12980
Buffalo Soldiers2001,11171
Mystery Men1999,9530
Broken City2013,9532
A Room with a View1985,7928
Kiss Kiss Bang Bang2005,12406
Amnesiac2014,12422
A Nightmare on Elm Street 4: The Dream Master1988,9537
Charly1968,9541
Stuart Little 22002,9544
The Hitchhiker's Guide to the Galaxy2005,9545
A Hard Day's Night1964,9547
Species1995,9551
Pootie Tang2001,9554
Hostel: Part II2007,9559
Sparkle2012,9562
Aberdeen2000,12607
The Edge1997,8165
The Best Little Whorehouse in Texas1982,9563
Nerve2016,9566
Rent2005,12049
November2004,9573
The Messengers0,4986
It's Always Sunny in Philadelphia0,9578
Wild Grass2009,9583
Metallica Through the Never2013,9585
The Hunger Games: Mockingjay - Part 22015,9588
Woodstock1970,9589
Taxi Driver1976,8435
Tomorrow Never Dies1997,9599
White House Down2013,9600
The Remains of the Day1993,9601
Outlander0,9603
Once Upon a Time in Mexico2003,8267
Shade2003,9605
Clean2004,9609
Take Shelter2011,9616
Mooz-Lum2010,9618
Memento2000,9620
Boyz n the Hood1991,9622
Instructions Not Included2013,9626
The Texas Chain Saw Massacre1974,9630
Old Dogs2009,9633
The Border0,9634
La Famille B--lier2014,11194
Eight Legged Freaks2002,9640
Think Like a Man Too2014,9642
Drinking Buddies2013,1421
The Jerky Boys1995,9646
Hot Tub Time Machine 22015,9233
All About Steve2009,9656
On Deadly Ground1994,4862
The Tuxedo2002,9661
Volcano1997,9664
The Living Wake2007,13477
Panic Room2002,3060
Blackhat2015,9666
Littleman2006,9669
Jane Got a Gun2016,8402
Rumble in the Bronx1995,9674
Darling Lili1970,9678
Hall Pass2011,9682
Entrapment1999,9685
American Gangster2007,9686
Independence Daysaster2013,9687
S.W.A.T.2003,7160
Thumbsucker2005,9692
The Grace Card2010,10399
Final Destination 22003,9693
Frequency2000,9695
Spring Breakers2012,9696
Mississippi Mermaid1969,5649
The Wicked Within2015,9702
Extreme Ops2002,9705
The Mongol King2005,9707
Wayne's World1992,13001
Black Swan2010,9715
The Dirties2013,9716
Kingdom of the Spiders1977,9721
South Park: Bigger Longer & Uncut1999,9725
Doc Holliday's Revenge2014,9726
Children of Heaven1997,5902
Delgo2008,9731
The Nutcracker1993,9734
Whatever Works2009,13145
American Beauty1999,9739
Man of the Year2006,9741
Maria Full of Grace2004,9742
