"Id","Label","Classification"
"Kick-Ass","Kick-Ass","MOVIE"
"Elizabeth McGovern","Elizabeth McGovern","ACTOR"
"Deborah Twiss","Deborah Twiss","ACTOR"
"The Good Night","The Good Night","MOVIE"
"Gael Le Cornec","Gael Le Cornec","ACTOR"
"Jake Paltrow","Jake Paltrow","DIRECTOR"
"The Lizzie McGuire Movie","The Lizzie McGuire Movie","MOVIE"
"Clayton Snyder","Clayton Snyder","ACTOR"
"Adam Lamberg","Adam Lamberg","ACTOR"
"Jim Fall","Jim Fall","DIRECTOR"
"The Edge","The Edge","MOVIE"
"Bart the Bear","Bart the Bear","ACTOR"
"Paranormal Activity 2","Paranormal Activity 2","MOVIE"
"Molly Ephraim","Molly Ephraim","ACTOR"
"Micah Sloat","Micah Sloat","ACTOR"
"Tod Williams","Tod Williams","DIRECTOR"
"The Dead Zone","The Dead Zone","MOVIE"
"Herbert Lom","Herbert Lom","ACTOR"
"Requiem for a Dream","Requiem for a Dream","MOVIE"
"Radio Flyer","Radio Flyer","MOVIE"
"Supernova","Supernova","MOVIE"
"Wilson Cruz","Wilson Cruz","ACTOR"
"Vanessa Marshall","Vanessa Marshall","ACTOR"
"The Wizard of Oz","The Wizard of Oz","MOVIE"
"Margaret Hamilton","Margaret Hamilton","ACTOR"
"Terry","Terry","ACTOR"
"Billie Burke","Billie Burke","ACTOR"
"Victor Fleming","Victor Fleming","DIRECTOR"
"Nick and Norah's Infinite Playlist","Nick and Norah's Infinite Playlist","MOVIE"
"The Sisterhood of Night","The Sisterhood of Night","MOVIE"
"Laura Fraser","Laura Fraser","ACTOR"
"Kara Hayward","Kara Hayward","ACTOR"
"Louis Ozawa Changchien","Louis Ozawa Changchien","ACTOR"
"Caryn Waechter","Caryn Waechter","DIRECTOR"
"Brokeback Mountain","Brokeback Mountain","MOVIE"
"127 Hours","127 Hours","MOVIE"
"Kate Burton","Kate Burton","ACTOR"
"Music and Lyrics","Music and Lyrics","MOVIE"
"Marc Lawrence","Marc Lawrence","DIRECTOR"
"Elizabeth","Elizabeth","MOVIE"
"Fanny Ardant","Fanny Ardant","ACTOR"
"Eric Cantona","Eric Cantona","ACTOR"
"Shekhar Kapur","Shekhar Kapur","DIRECTOR"
"The Misfits","The Misfits","MOVIE"
"Kevin McCarthy","Kevin McCarthy","ACTOR"
"Thelma Ritter","Thelma Ritter","ACTOR"
"John Huston","John Huston","DIRECTOR"
"The Dark Hours","The Dark Hours","MOVIE"
"Dov Tiefenbach","Dov Tiefenbach","ACTOR"
"Jeff Seymour","Jeff Seymour","ACTOR"
"Gordon Currie","Gordon Currie","ACTOR"
"Paul Fox","Paul Fox","DIRECTOR"
"Rise of the Planet of the Apes","Rise of the Planet of the Apes","MOVIE"
"Red Lights","Red Lights","MOVIE"
"Rodrigo Cort--s","Rodrigo Cort--s","DIRECTOR"
"The Ten","The Ten","MOVIE"
"Ron Silver","Ron Silver","ACTOR"
"Evita","Evita","MOVIE"
"Andrea Corr","Andrea Corr","ACTOR"
"Jimmy Nail","Jimmy Nail","ACTOR"
"Peter Polycarpou","Peter Polycarpou","ACTOR"
"Heist","Heist","MOVIE"
"Scott Mann","Scott Mann","DIRECTOR"
"Malevolence","Malevolence","MOVIE"
"R. Brandon Johnson","R. Brandon Johnson","ACTOR"
"Stevan Mena","Stevan Mena","ACTOR-DIRECTOR"
"Richard Glover","Richard Glover","ACTOR"
"The Marine 4: Moving Target","The Marine 4: Moving Target","MOVIE"
"Paul McGillion","Paul McGillion","ACTOR"
"Mike 'The Miz' Mizanin","Mike 'The Miz' Mizanin","ACTOR"
"David Lewis","David Lewis","ACTOR"
"Aqua Teen Hunger Force Colon Movie Film for Theaters","Aqua Teen Hunger Force Colon Movie Film for Theaters","MOVIE"
"Fred Armisen","Fred Armisen","ACTOR"
"Matt Maiellaro","Matt Maiellaro","DIRECTOR"
"Ransom","Ransom","MOVIE"
"The Names of Love","The Names of Love","MOVIE"
"Sara Forestier","Sara Forestier","ACTOR"
"Jacques Gamblin","Jacques Gamblin","ACTOR"
"Zinedine Soualem","Zinedine Soualem","ACTOR"
"Michel Leclerc","Michel Leclerc","DIRECTOR"
"There Goes My Baby","There Goes My Baby","MOVIE"
"Kelli Williams","Kelli Williams","ACTOR"
"Floyd Mutrux","Floyd Mutrux","DIRECTOR"
"Wild Card","Wild Card","MOVIE"
"Troy","Troy","MOVIE"
"Toy Story 2","Toy Story 2","MOVIE"
"Obvious Child","Obvious Child","MOVIE"
"Jenny Slate","Jenny Slate","ACTOR"
"Jake Lacy","Jake Lacy","ACTOR"
"Gillian Robespierre","Gillian Robespierre","DIRECTOR"
"Open Season","Open Season","MOVIE"
"Elmer Gantry","Elmer Gantry","MOVIE"
"Shirley Jones","Shirley Jones","ACTOR"
"Edward Andrews","Edward Andrews","ACTOR"
"The Curse of the Jade Scorpion","The Curse of the Jade Scorpion","MOVIE"
"The Ladykillers","The Ladykillers","MOVIE"
"Alien 3","Alien 3","MOVIE"
"Paul McGann","Paul McGann","ACTOR"
"Benji","Benji","MOVIE"
"Frances Bavier","Frances Bavier","ACTOR"
"Peter Breck","Peter Breck","ACTOR"
"Edgar Buchanan","Edgar Buchanan","ACTOR"
"Joe Camp","Joe Camp","DIRECTOR"
"Friday After Next","Friday After Next","MOVIE"
"Creed","Creed","MOVIE"
"Phylicia Rashad","Phylicia Rashad","ACTOR"
"Ryan Coogler","Ryan Coogler","DIRECTOR"
"Analyze That","Analyze That","MOVIE"
"Joe Viterelli","Joe Viterelli","ACTOR"
"Highlander","Highlander","MOVIE"
"Russell Mulcahy","Russell Mulcahy","DIRECTOR"
"Once Upon a Time in Mexico","Once Upon a Time in Mexico","MOVIE"
"Enrique Iglesias","Enrique Iglesias","ACTOR"
"Remember Me","Remember Me","MOVIE"
"Ruby Jerins","Ruby Jerins","ACTOR"
"Allen Coulter","Allen Coulter","DIRECTOR"
"Holy Motors","Holy Motors","MOVIE"
"Leos Carax","Leos Carax","ACTOR-DIRECTOR"
"Kevin Hart: Laugh at My Pain","Kevin Hart: Laugh at My Pain","MOVIE"
"Isaac C. Singleton Jr.","Isaac C. Singleton Jr.","ACTOR"
"Larry King","Larry King","ACTOR"
"Jeanette Branch","Jeanette Branch","ACTOR"
"Babel","Babel","MOVIE"
"Harriet Walter","Harriet Walter","ACTOR"
"Dermot Crowley","Dermot Crowley","ACTOR"
"Flipper","Flipper","MOVIE"
"Chelsea Field","Chelsea Field","ACTOR"
"Jessica Wesson","Jessica Wesson","ACTOR"
"Alan Shapiro","Alan Shapiro","DIRECTOR"
"Feast","Feast","MOVIE"
"John Gulager","John Gulager","DIRECTOR"
"Black Hawk Down","Black Hawk Down","MOVIE"
"Dirty Grandpa","Dirty Grandpa","MOVIE"
"Jason Mantzoukas","Jason Mantzoukas","ACTOR"
"Dan Mazer","Dan Mazer","DIRECTOR"
"Cats Don't Dance","Cats Don't Dance","MOVIE"
"Mark Dindal","Mark Dindal","DIRECTOR"
"How to Deal","How to Deal","MOVIE"
"Alexandra Holden","Alexandra Holden","ACTOR"
"Clare Kilner","Clare Kilner","DIRECTOR"
"Waiting for Guffman","Waiting for Guffman","MOVIE"
"The Last Song","The Last Song","MOVIE"
"Melissa Ordway","Melissa Ordway","ACTOR"
"Intolerable Cruelty","Intolerable Cruelty","MOVIE"
"Julia Duffy","Julia Duffy","ACTOR"
"The Lovely Bones","The Lovely Bones","MOVIE"
"Michael Imperioli","Michael Imperioli","ACTOR"
"AJ Michalka","AJ Michalka","ACTOR"
"Just Wright","Just Wright","MOVIE"
"R.L. Stine's Monsterville: The Cabinet of Souls","R.L. Stine's Monsterville: The Cabinet of Souls","MOVIE"
"Katherine McNamara","Katherine McNamara","ACTOR"
"Dove Cameron","Dove Cameron","ACTOR"
"Braeden Lemasters","Braeden Lemasters","ACTOR"
"Peter DeLuise","Peter DeLuise","DIRECTOR"
"What Dreams May Come","What Dreams May Come","MOVIE"
"Rosalind Chao","Rosalind Chao","ACTOR"
"Vincent Ward","Vincent Ward","DIRECTOR"
"The Blue Bird","The Blue Bird","MOVIE"
"Spring Byington","Spring Byington","ACTOR"
"Nigel Bruce","Nigel Bruce","ACTOR"
"Gale Sondergaard","Gale Sondergaard","ACTOR"
"Imaginary Heroes","Imaginary Heroes","MOVIE"
"Larry Fessenden","Larry Fessenden","ACTOR"
"Dan Harris","Dan Harris","DIRECTOR"
"Patriot Games","Patriot Games","MOVIE"
"Polly Walker","Polly Walker","ACTOR"
"What's Eating Gilbert Grape","What's Eating Gilbert Grape","MOVIE"
"The Age of Innocence","The Age of Innocence","MOVIE"
"Dead Snow","Dead Snow","MOVIE"
"Bj--rn Sundquist","Bj--rn Sundquist","ACTOR"
"Stig Frode Henriksen","Stig Frode Henriksen","ACTOR"
"Ane Dahl Torp","Ane Dahl Torp","ACTOR"
"Tommy Wirkola","Tommy Wirkola","DIRECTOR"
"Body Double","Body Double","MOVIE"
"Dennis Franz","Dennis Franz","ACTOR"
"Pink Ribbons, Inc.","Pink Ribbons, Inc.","MOVIE"
"Alice in Wonderland","Alice in Wonderland","MOVIE"
"Moby Dick","Moby Dick","MOVIE"
"Royal Dano","Royal Dano","ACTOR"
"Richard Basehart","Richard Basehart","ACTOR"
"James Robertson Justice","James Robertson Justice","ACTOR"
"The Blair Witch Project","The Blair Witch Project","MOVIE"
"Heather Donahue","Heather Donahue","ACTOR"
"Joshua Leonard","Joshua Leonard","ACTOR"
"Michael C. Williams","Michael C. Williams","ACTOR"
"Daniel Myrick","Daniel Myrick","DIRECTOR"
"Cavite","Cavite","MOVIE"
"Ian Gamazon","Ian Gamazon","ACTOR"
"Edgar Tancangco","Edgar Tancangco","ACTOR"
"Quynn Ton","Quynn Ton","ACTOR"
"Neill Dela Llana","Neill Dela Llana","DIRECTOR"
"Ajami","Ajami","MOVIE"
"Shahir Kabaha","Shahir Kabaha","ACTOR"
"Scandar Copti","Scandar Copti","ACTOR-DIRECTOR"
"Ranin Karim","Ranin Karim","ACTOR"
"The Interpreter","The Interpreter","MOVIE"
"Michael Wright","Michael Wright","ACTOR"
"The Wicked Lady","The Wicked Lady","MOVIE"
"Marina Sirtis","Marina Sirtis","ACTOR"
"Michael Winner","Michael Winner","DIRECTOR"
"Raising Helen","Raising Helen","MOVIE"
"Jerry Maguire","Jerry Maguire","MOVIE"
"The Amazing Catfish","The Amazing Catfish","MOVIE"
"Ximena Ayala","Ximena Ayala","ACTOR"
"Vera Wilson","Vera Wilson","ACTOR"
"Jos-- Manuel Orozco Angulo","Jos-- Manuel Orozco Angulo","ACTOR"
"Claudia Sainte-Luce","Claudia Sainte-Luce","DIRECTOR"
"One Missed Call","One Missed Call","MOVIE"
"Jason Beghe","Jason Beghe","ACTOR"
"Margaret Cho","Margaret Cho","ACTOR"
"Eric Valette","Eric Valette","DIRECTOR"
"The Darkest Hour","The Darkest Hour","MOVIE"
"Max Minghella","Max Minghella","ACTOR"
"Veronika Vernadskaya","Veronika Vernadskaya","ACTOR"
"Dato Bakhtadze","Dato Bakhtadze","ACTOR"
"Chris Gorak","Chris Gorak","DIRECTOR"
"Pok--mon 3: The Movie","Pok--mon 3: The Movie","MOVIE"
"Veronica Taylor","Veronica Taylor","ACTOR"
"Eric Stuart","Eric Stuart","ACTOR"
"Lisa Ortiz","Lisa Ortiz","ACTOR"
"Kunihiko Yuyama","Kunihiko Yuyama","DIRECTOR"
"The Perfect Host","The Perfect Host","MOVIE"
"Nick Tomnay","Nick Tomnay","DIRECTOR"
"House of Sand","House of Sand","MOVIE"
"Seu Jorge","Seu Jorge","ACTOR"
"Fernanda Torres","Fernanda Torres","ACTOR"
"Andrucha Waddington","Andrucha Waddington","DIRECTOR"
"No Strings Attached","No Strings Attached","MOVIE"
"Greta Gerwig","Greta Gerwig","ACTOR"
"Mindy Kaling","Mindy Kaling","ACTOR"
"The Book of Mormon Movie, Volume 1: The Journey","The Book of Mormon Movie, Volume 1: The Journey","MOVIE"
"Noah Danby","Noah Danby","ACTOR"
"Bruce Newbold","Bruce Newbold","ACTOR"
"Gary Rogers","Gary Rogers","DIRECTOR"
"Bloody Sunday","Bloody Sunday","MOVIE"
"Nicholas Farrell","Nicholas Farrell","ACTOR"
"Tim Pigott-Smith","Tim Pigott-Smith","ACTOR"
"Hustle & Flow","Hustle & Flow","MOVIE"
"Isaac Hayes","Isaac Hayes","ACTOR"
"Paula Jai Parker","Paula Jai Parker","ACTOR"
"Elise Neal","Elise Neal","ACTOR"
"Craig Brewer","Craig Brewer","DIRECTOR"
"Fever Pitch","Fever Pitch","MOVIE"
"KaDee Strickland","KaDee Strickland","ACTOR"
"Jane Got a Gun","Jane Got a Gun","MOVIE"
"Secretariat","Secretariat","MOVIE"
"Kevin Connolly","Kevin Connolly","ACTOR"
"Bridge to Terabithia","Bridge to Terabithia","MOVIE"
"Bailee Madison","Bailee Madison","ACTOR"
"Gabor Csupo","Gabor Csupo","DIRECTOR"
"Guess Who","Guess Who","MOVIE"
"Nicole Sullivan","Nicole Sullivan","ACTOR"
"Sherri Shepherd","Sherri Shepherd","ACTOR"
"Shooter","Shooter","MOVIE"
"Louis Ferreira","Louis Ferreira","ACTOR"
"The Last Airbender","The Last Airbender","MOVIE"
"Seychelle Gabriel","Seychelle Gabriel","ACTOR"
"Noah Ringer","Noah Ringer","ACTOR"
"Aasif Mandvi","Aasif Mandvi","ACTOR"
"A Turtle's Tale: Sammy's Adventures","A Turtle's Tale: Sammy's Adventures","MOVIE"
"Jenny McCarthy","Jenny McCarthy","ACTOR"
"Ben Stassen","Ben Stassen","DIRECTOR"
"The Wrestler","The Wrestler","MOVIE"
"John D'Leo","John D'Leo","ACTOR"
"Ajay Naidu","Ajay Naidu","ACTOR"
"Wimbledon","Wimbledon","MOVIE"
"Austin Nichols","Austin Nichols","ACTOR"
"This Is England","This Is England","MOVIE"
"Shane Meadows","Shane Meadows","ACTOR-DIRECTOR"
"The Egyptian","The Egyptian","MOVIE"
"Gene Tierney","Gene Tierney","ACTOR"
"Roadside Romeo","Roadside Romeo","MOVIE"
"Sanjay Mishra","Sanjay Mishra","ACTOR"
"Javed Jaffrey","Javed Jaffrey","ACTOR"
"Jugal Hansraj","Jugal Hansraj","DIRECTOR"
"Superman Returns","Superman Returns","MOVIE"
"Head of State","Head of State","MOVIE"
"Taxi Driver","Taxi Driver","MOVIE"
"Bobby","Bobby","MOVIE"
"Emilio Estevez","Emilio Estevez","DIRECTOR"
"The Princess and the Frog","The Princess and the Frog","MOVIE"
"Rush Hour 2","Rush Hour 2","MOVIE"
"Mei Melan--on","Mei Melan--on","ACTOR"
"John Lone","John Lone","ACTOR"
"Harris Yulin","Harris Yulin","ACTOR"
"Mr. Popper's Penguins","Mr. Popper's Penguins","MOVIE"
"Eraserhead","Eraserhead","MOVIE"
"Hal Landon Jr.","Hal Landon Jr.","ACTOR"
"Jack Nance","Jack Nance","ACTOR"
"Charlotte Stewart","Charlotte Stewart","ACTOR"
"30 Minutes or Less","30 Minutes or Less","MOVIE"
"Dilshad Vadsaria","Dilshad Vadsaria","ACTOR"
"Return of the Living Dead III","Return of the Living Dead III","MOVIE"
"Kent McCord","Kent McCord","ACTOR"
"Sarah Douglas","Sarah Douglas","ACTOR"
"Brian Yuzna","Brian Yuzna","DIRECTOR"
"Friday the 13th Part III","Friday the 13th Part III","MOVIE"
"Richard Brooker","Richard Brooker","ACTOR"
"Dana Kimmell","Dana Kimmell","ACTOR"
"Catherine Parks","Catherine Parks","ACTOR"
"Shipwrecked","Shipwrecked","MOVIE"
"Louisa Milwood-Haigh","Louisa Milwood-Haigh","ACTOR"
"Stian Smestad","Stian Smestad","ACTOR"
"Nils Gaup","Nils Gaup","DIRECTOR"
"Jingle All the Way","Jingle All the Way","MOVIE"
"Jake Lloyd","Jake Lloyd","ACTOR"
"Contraband","Contraband","MOVIE"
"David O'Hara","David O'Hara","ACTOR"
"Baltasar Korm--kur","Baltasar Korm--kur","DIRECTOR"
"Top Gun","Top Gun","MOVIE"
"Adrian Pasdar","Adrian Pasdar","ACTOR"
"Hansel & Gretel: Witch Hunters","Hansel & Gretel: Witch Hunters","MOVIE"
"Ingrid Bols-- Berdal","Ingrid Bols-- Berdal","ACTOR"
"Pale Rider","Pale Rider","MOVIE"
"Sydney Penny","Sydney Penny","ACTOR"
"An Education","An Education","MOVIE"
"Ellie Kendrick","Ellie Kendrick","ACTOR"
"Here on Earth","Here on Earth","MOVIE"
"Mark Piznarski","Mark Piznarski","DIRECTOR"
"The Adventures of Sharkboy and Lavagirl 3-D","The Adventures of Sharkboy and Lavagirl 3-D","MOVIE"
"Taylor Dooley","Taylor Dooley","ACTOR"
"Envy","Envy","MOVIE"
"Ariel Gade","Ariel Gade","ACTOR"
"Sam Lerner","Sam Lerner","ACTOR"
"8 Mile","8 Mile","MOVIE"
"Evan Jones","Evan Jones","ACTOR"
"The Mighty","The Mighty","MOVIE"
"Peter Chelsom","Peter Chelsom","DIRECTOR"
"Brother","Brother","MOVIE"
"Tatyana Ali","Tatyana Ali","ACTOR"
"James Shigeta","James Shigeta","ACTOR"
"Takeshi Kitano","Takeshi Kitano","DIRECTOR"
"Damsels in Distress","Damsels in Distress","MOVIE"
"Megalyn Echikunwoke","Megalyn Echikunwoke","ACTOR"
"Zach Woods","Zach Woods","ACTOR"
"Big Trouble in Little China","Big Trouble in Little China","MOVIE"
"Peter Kwong","Peter Kwong","ACTOR"
"Shaun the Sheep","Shaun the Sheep","MOVIE"
"Justin Fletcher","Justin Fletcher","ACTOR"
"John Sparkes","John Sparkes","ACTOR"
"Kate Harbour","Kate Harbour","ACTOR"
"Tracker","Tracker","MOVIE"
"Ian Sharp","Ian Sharp","DIRECTOR"
"Proud","Proud","MOVIE"
"Janet Hubert","Janet Hubert","ACTOR"
"Mary Pat Kelly","Mary Pat Kelly","DIRECTOR"
"Skyfall","Skyfall","MOVIE"
"Albert Finney","Albert Finney","ACTOR"
"Risen","Risen","MOVIE"
"Jan Cornet","Jan Cornet","ACTOR"
"Mar--a Botto","Mar--a Botto","ACTOR"
"Urban Legend","Urban Legend","MOVIE"
"Mrs Henderson Presents","Mrs Henderson Presents","MOVIE"
"Sarah Solemani","Sarah Solemani","ACTOR"
"Taken 3","Taken 3","MOVIE"
"The Business of Fancydancing","The Business of Fancydancing","MOVIE"
"William Joseph Elk III","William Joseph Elk III","ACTOR"
"Leo Rossi","Leo Rossi","ACTOR"
"Cynthia Geary","Cynthia Geary","ACTOR"
"Sherman Alexie","Sherman Alexie","DIRECTOR"
"You Got Served","You Got Served","MOVIE"
"Jennifer Freeman","Jennifer Freeman","ACTOR"
"Marques Houston","Marques Houston","ACTOR"
"Steve Harvey","Steve Harvey","ACTOR"
"By the Sea","By the Sea","MOVIE"
"Melvil Poupaud","Melvil Poupaud","ACTOR"
"Vampires Suck","Vampires Suck","MOVIE"
"Anneliese van der Pol","Anneliese van der Pol","ACTOR"
"Living Out Loud","Living Out Loud","MOVIE"
"Under the Same Moon","Under the Same Moon","MOVIE"
"Eugenio Derbez","Eugenio Derbez","ACTOR-DIRECTOR"
"Easy Money","Easy Money","MOVIE"
"Fabian Bolin","Fabian Bolin","ACTOR"
"Fares Fares","Fares Fares","ACTOR"
"Matias Varela","Matias Varela","ACTOR"
"Daniel Espinosa","Daniel Espinosa","DIRECTOR"
"You Can't Take It with You","You Can't Take It with You","MOVIE"
"Jean Arthur","Jean Arthur","ACTOR"
"Ann Miller","Ann Miller","ACTOR"
"3rd Rock from the Sun","3rd Rock from the Sun","MOVIE"
"Saving Mr. Banks","Saving Mr. Banks","MOVIE"
"B.J. Novak","B.J. Novak","ACTOR"
"A Passage to India","A Passage to India","MOVIE"
"Richard Wilson","Richard Wilson","ACTOR"
"Letters to God","Letters to God","MOVIE"
"Robyn Lively","Robyn Lively","ACTOR"
"Michael Bolten","Michael Bolten","ACTOR"
"Christopher Schmidt","Christopher Schmidt","ACTOR"
"David Nixon","David Nixon","DIRECTOR"
"They Will Have to Kill Us First","They Will Have to Kill Us First","MOVIE"
"Aliou Tour--","Aliou Tour--","ACTOR"
"Garba Tour--","Garba Tour--","ACTOR"
"Khaira Arby","Khaira Arby","ACTOR"
"Johanna Schwartz","Johanna Schwartz","DIRECTOR"
"Being Julia","Being Julia","MOVIE"
"Istv--n Szab--","Istv--n Szab--","DIRECTOR"
"Some Guy Who Kills People","Some Guy Who Kills People","MOVIE"
"Ahmed Best","Ahmed Best","ACTOR"
"Jack Perez","Jack Perez","DIRECTOR"
"Imagine Me & You","Imagine Me & You","MOVIE"
"Ben Miles","Ben Miles","ACTOR"
"Darren Boyd","Darren Boyd","ACTOR"
"Good Deeds","Good Deeds","MOVIE"
"#Horror","#Horror","MOVIE"
"Balthazar Getty","Balthazar Getty","ACTOR"
"Lydia Hearst","Lydia Hearst","ACTOR"
"Tara Subkoff","Tara Subkoff","DIRECTOR"
"This Means War","This Means War","MOVIE"
"Our Family Wedding","Our Family Wedding","MOVIE"
"Lance Gross","Lance Gross","ACTOR"
"Switchback","Switchback","MOVIE"
"Gregory Scott Cummins","Gregory Scott Cummins","ACTOR"
"Claudia Stedelin","Claudia Stedelin","ACTOR"
"Ted Markland","Ted Markland","ACTOR"
"Madagascar","Madagascar","MOVIE"
"The Purge","The Purge","MOVIE"
"Rhys Wakefield","Rhys Wakefield","ACTOR"
"Adelaide Kane","Adelaide Kane","ACTOR"
"Bride & Prejudice","Bride & Prejudice","MOVIE"
"Indira Varma","Indira Varma","ACTOR"
"Gurinder Chadha","Gurinder Chadha","DIRECTOR"
"The Company","The Company","MOVIE"
"Anna Silk","Anna Silk","ACTOR"
"W.","W.","MOVIE"
"Disclosure","Disclosure","MOVIE"
"Roma Maffia","Roma Maffia","ACTOR"
"Resident Evil: Extinction","Resident Evil: Extinction","MOVIE"
"James Tumminia","James Tumminia","ACTOR"
"Flightplan","Flightplan","MOVIE"
"American Pie 2","American Pie 2","MOVIE"
"Out of Time","Out of Time","MOVIE"
"John Billingsley","John Billingsley","ACTOR"
"Carl Franklin","Carl Franklin","DIRECTOR"
"The Children of Huang Shi","The Children of Huang Shi","MOVIE"
"Guang Li","Guang Li","ACTOR"
"Matthew Walker","Matthew Walker","ACTOR"
"The Girl Next Door","The Girl Next Door","MOVIE"
"Timothy Bottoms","Timothy Bottoms","ACTOR"
"Jacob Young","Jacob Young","ACTOR"
"Luke Greenfield","Luke Greenfield","DIRECTOR"
"Space Cowboys","Space Cowboys","MOVIE"
"William Devane","William Devane","ACTOR"
"Extremely Loud & Incredibly Close","Extremely Loud & Incredibly Close","MOVIE"
"Thomas Horn","Thomas Horn","ACTOR"
"Stephen Henderson","Stephen Henderson","ACTOR"
"City Hall","City Hall","MOVIE"
"Prophecy","Prophecy","MOVIE"
"Talia Shire","Talia Shire","ACTOR"
"Richard Dysart","Richard Dysart","ACTOR"
"Robert Foxworth","Robert Foxworth","ACTOR"
"Harlock: Space Pirate","Harlock: Space Pirate","MOVIE"
"Shun Oguri","Shun Oguri","ACTOR"
"Y-- Aoi","Y-- Aoi","ACTOR"
"Haruma Miura","Haruma Miura","ACTOR"
"Shinji Aramaki","Shinji Aramaki","DIRECTOR"
"The Equalizer","The Equalizer","MOVIE"
"Almost Famous","Almost Famous","MOVIE"
"Liar Liar","Liar Liar","MOVIE"
"Hard to Be a God","Hard to Be a God","MOVIE"
"Leonid Yarmolnik","Leonid Yarmolnik","ACTOR"
"Yuriy Tsurilo","Yuriy Tsurilo","ACTOR"
"Valentin Golubenko","Valentin Golubenko","ACTOR"
"Aleksey German","Aleksey German","DIRECTOR"
"Out of Sight","Out of Sight","MOVIE"
"Keith Hudson","Keith Hudson","ACTOR"
"The Producers","The Producers","MOVIE"
"Susan Stroman","Susan Stroman","DIRECTOR"
"Tango","Tango","MOVIE"
"Juan Luis Galiardo","Juan Luis Galiardo","ACTOR"
"Miguel --ngel Sol--","Miguel --ngel Sol--","ACTOR"
"Carlos Saura","Carlos Saura","DIRECTOR"
"My Beautiful Laundrette","My Beautiful Laundrette","MOVIE"
"Saeed Jaffrey","Saeed Jaffrey","ACTOR"
"Roshan Seth","Roshan Seth","ACTOR"
"Garry Cooper","Garry Cooper","ACTOR"
"Warrior","Warrior","MOVIE"
"Knock Off","Knock Off","MOVIE"
"Lela Rochon","Lela Rochon","ACTOR"
"Ray Nicholas","Ray Nicholas","ACTOR"
"Hark Tsui","Hark Tsui","DIRECTOR"
"Not Cool","Not Cool","MOVIE"
"Shane Dawson","Shane Dawson","ACTOR-DIRECTOR"
"Kurt Angle","Kurt Angle","ACTOR"
"Cherami Leigh","Cherami Leigh","ACTOR"
"Bend It Like Beckham","Bend It Like Beckham","MOVIE"
"Parminder Nagra","Parminder Nagra","ACTOR"
"Grindhouse","Grindhouse","MOVIE"
"Pieces of April","Pieces of April","MOVIE"
"The Lost Weekend","The Lost Weekend","MOVIE"
"Ray Milland","Ray Milland","ACTOR"
"Jane Wyman","Jane Wyman","ACTOR"
"Frank Faylen","Frank Faylen","ACTOR"
"The Frozen","The Frozen","MOVIE"
"Brit Morgan","Brit Morgan","ACTOR"
"Sedona James","Sedona James","ACTOR"
"Andrew Hyatt","Andrew Hyatt","DIRECTOR"
"Accidental Love","Accidental Love","MOVIE"
"High Noon","High Noon","MOVIE"
"Gary Cooper","Gary Cooper","ACTOR"
"Lon Chaney Jr.","Lon Chaney Jr.","ACTOR"
"Shame","Shame","MOVIE"
"Steve McQueen","Steve McQueen","DIRECTOR"
"Mondays in the Sun","Mondays in the Sun","MOVIE"
"Enrique Vill--n","Enrique Vill--n","ACTOR"
"Aida Folch","Aida Folch","ACTOR"
"Fernando Le--n de Aranoa","Fernando Le--n de Aranoa","DIRECTOR"
"Pooh's Heffalump Movie","Pooh's Heffalump Movie","MOVIE"
"Frank Nissen","Frank Nissen","DIRECTOR"
"Indiana Jones and the Temple of Doom","Indiana Jones and the Temple of Doom","MOVIE"
"Amrish Puri","Amrish Puri","ACTOR"
"Kate Capshaw","Kate Capshaw","ACTOR"
"Soul Kitchen","Soul Kitchen","MOVIE"
"Birol --nel","Birol --nel","ACTOR"
"Fatih Akin","Fatih Akin","DIRECTOR"
"Mercy Streets","Mercy Streets","MOVIE"
"David A.R. White","David A.R. White","ACTOR"
"Cynthia Watros","Cynthia Watros","ACTOR"
"Jon Gunn","Jon Gunn","ACTOR-DIRECTOR"
"Why Did I Get Married Too?","Why Did I Get Married Too?","MOVIE"
"Dodgeball: A True Underdog Story","Dodgeball: A True Underdog Story","MOVIE"
"The Bourne Identity","The Bourne Identity","MOVIE"
"Nicky Naud--","Nicky Naud--","ACTOR"
"Glengarry Glen Ross","Glengarry Glen Ross","MOVIE"
"Jude Ciccolella","Jude Ciccolella","ACTOR"
"Star Trek","Star Trek","MOVIE"
"Repo! The Genetic Opera","Repo! The Genetic Opera","MOVIE"
"Rush","Rush","MOVIE"
"The Rules of Attraction","The Rules of Attraction","MOVIE"
"Ian Somerhalder","Ian Somerhalder","ACTOR"
"Young Guns","Young Guns","MOVIE"
"Patrick Wayne","Patrick Wayne","ACTOR"
"Split Second","Split Second","MOVIE"
"Michael J. Pollard","Michael J. Pollard","ACTOR"
"Alastair Duncan","Alastair Duncan","ACTOR"
"Tony Maylam","Tony Maylam","DIRECTOR"
"Hatchet","Hatchet","MOVIE"
"Joel Murray","Joel Murray","ACTOR"
"Adam Green","Adam Green","DIRECTOR"
"The Young Victoria","The Young Victoria","MOVIE"
"Jean-Marc Vall--e","Jean-Marc Vall--e","DIRECTOR"
"Extraordinary Measures","Extraordinary Measures","MOVIE"
"Tom Vaughan","Tom Vaughan","DIRECTOR"
"Mission: Impossible III","Mission: Impossible III","MOVIE"
"The Hole","The Hole","MOVIE"
"Elite Squad","Elite Squad","MOVIE"
